"","1p36.33 ","1q21.1  ","1q21.3  ","1q22    ","1q44    ","2p14    ","2p13.3  ","2q22.1  ","3p21.31 ","3p21.1  ","3q23    ","3q26.2  ","4q31.3  ","4q35.1  ","5p15.33 ","5q11.2  ","5q31.2  ","5q33.3  ","5q35.3  ","6p24.3  ","6p24.2  ","6p21.33 ","6q21    ","7p21.3  ","7p15.2  ","7q34    ","8q13.1  ","8q24.21 ","9p13.2  ","9q22.2  ","9q34.13 ","10p14   ","10q22.3 ","10q25.2 ","11q13.3 ","11q23.1 ","11q23.3 ","12p13.32","12q24.31","14q11.2 ","14q32.33","15q15.1 ","15q23   ","15q24.2 ","16p13.13","16p11.1 ","17p13.2 ","17p11.2 ","17q22   ","18q23   ","19p13.3 ","19p13.11","20q11.22","20q13.12","20q13.33","21q22.11","22q11.22","22q13.1 ","1p32.3  ","1p22.1  ","1p13.1  ","2p23.3  ","2q31.1  ","2q37.1  ","3q26.32 ","4p16.3  ","4q22.1  ","5q21.1  ","6q25.2  ","7p22.3  ","8p23.2  ","8q24.13 ","8q24.3  ","9p21.3  ","10q24.32","11q22.2 ","12p13.1 ","12q23.3 ","12q24.33","13q12.11","13q14.2 ","14q23.3 ","16p13.3 ","16q12.1 ","16q23.1 ","16q24.3 ","17p13.1 ","17q21.2 ","17q25.3 ","18q12.2 ","20p13   ","22q13.33"
"MMRF_2091",-1.0355,-0.0048028,-0.027124,-0.027124,-0.066118,0.0080567,0.0080567,0.024099,0.0093204,0.0093204,0.026935,0.026935,0.021323,0.021323,0.03214,0.03214,0.03214,0.03214,0.03214,0.019503,0.019503,0.019503,0.019503,0,0,0,-0.025346,-0.025346,0.031155,0.031155,0.031155,-0.0030616,-0.0015243,-0.0015243,0.0027745,-0.0022168,-0.0022168,-0.16625,-0.22711,0.033267,-0.11913,0.00083195,0.00083195,0.00083195,-0.022469,-0.022469,-0.88242,-0.88242,-0.21193,-0.056981,-0.1637,-0.1637,-0.15567,-0.15567,-0.15567,0.022164,-0.052399,-0.077078,-0.080807,-0.96466,-0.96466,0.0080567,0.024099,0.0083351,0.026935,0.021323,0.021323,0.03214,0.019503,0,-1.0648,-0.025346,-0.025346,0.031155,-0.0015243,-0.0022168,-0.16625,-0.22711,-0.22711,-0.929,-0.929,-0.95927,-1.0123,-0.022469,-0.022469,-0.14219,-0.88242,-0.21193,-0.21193,-0.056981,-0.15567,-0.077078
"MMRF_2098",0,0,0,0,0,0.0033299,0.0033299,-0.0013858,0.0062481,0.0062481,0.97688,0.97688,-0.0060904,-0.0060904,0.98204,0.98204,0.98204,0.98204,0.98204,0.0023581,0.0023581,0.0023581,0.0023581,0.97234,0.97234,0.96329,-0.00013862,-0.00013862,1.952,1.952,1.952,-0.0095426,-0.0023553,-0.0023553,0.98287,0.98287,0.98287,-0.98153,-0.0051227,0.00017356,-0.024596,1.9608,1.9608,1.9608,-0.016292,0.41095,-0.016567,-0.017951,-0.013953,-0.0020784,0.9298,0.9298,0.0040243,0.0040243,0.0040243,0.029044,-0.018628,-0.018628,0,0,0,0.0033299,-0.0013858,-0.0013858,0.97688,-0.0060904,-0.0060904,0.98204,-0.0098858,0.97234,-0.00013862,-0.00013862,0.0049969,1.952,-0.0023553,0.98287,-0.97473,-0.0015404,-0.0051227,-0.0085766,-0.0085766,0.00017356,-0.016292,-0.0060863,-0.0060863,-0.058462,-0.016567,-0.017951,-0.013953,-0.0020784,0.0064855,-0.018628
"MMRF_2115",-0.057116,-0.026955,0,0,-0.016292,0.003191,0.003191,0.95591,0.0087528,0.0087528,0.0087528,0.0021999,0.011944,0.011944,0.95201,0.050756,0.93325,0.015308,-0.030677,-0.010784,-0.010784,-0.010784,0.0066653,-0.0085766,-0.0085766,0.0075,0.01447,0.01447,0.95406,0.95406,0.92006,-0.00097017,-0.010646,-0.012162,0.93671,0.96042,0.96042,-0.27941,-0.0073339,0.0038854,-0.026298,-0.010922,-0.010922,-0.010922,-0.056577,-0.056577,-0.047936,-0.047936,-0.047936,0.0034687,1.7051,1.7051,-0.042924,-0.042924,-0.042924,-0.0076101,-0.073209,-0.073209,-0.96092,-0.9462,-0.95797,0.003191,-0.94807,-0.97409,0.0021999,-0.012438,0.027778,0.030071,-0.95558,-0.0085766,-0.961,0.01447,0.01447,0.95406,-0.97181,0.96042,-1.1974,-0.0073339,-0.0073339,-0.95232,-0.95232,0.0038854,-1.0122,-1.2929,-0.98506,-0.98506,-0.047936,-0.047936,-0.047936,0.0034687,-0.93156,-0.073209
"MMRF_2116",-0.0031859,-0.00097017,-0.00097017,-0.00097017,-0.0014322,-0.0038779,-0.0038779,3.5516e-05,0.96411,0.96411,0.96411,0.96411,-0.010024,-0.010024,0.95747,0.96288,0.96288,0.96288,0.96288,-0.017941,-0.017941,-0.0051865,-0.0051865,0.94854,0.94854,0.94854,0,0,0.95114,0.96781,0.96781,-0.006081,0.0069435,0.0051359,0.96308,0.96308,0.96308,-0.011611,-0.011611,-0.0053992,-0.0053992,0.94527,0.94527,0.94527,-0.032041,-0.019589,-0.047124,-0.031162,-0.031162,0.0068044,1.7974,1.7974,-0.0083005,-0.0083005,-0.0083005,0.92351,-0.042652,-0.042652,-0.0031859,-0.0031859,-0.0031859,-0.0038779,3.5516e-05,-0.0070576,0.96411,-0.021235,-0.010024,0.96288,-0.0051865,0.94854,0,0,0,0.95114,0.0051359,0.96308,-0.011611,-0.011611,-0.011611,-0.0040162,-0.0040162,-0.0053992,-0.032041,-0.019589,-0.019589,-0.019589,-0.047124,-0.031162,-0.031162,0.0068044,-0.047438,-0.042652
"MMRF_2118",-0.027398,-0.00039102,0.0054139,0.0054139,-0.0038779,-0.0011087,-0.0011087,0.0063871,0.0074673,0.0074673,0.0074673,1.0367,0,0,0.0024969,0.0024969,0.0024969,0.0024969,0.0024969,0.0019418,0.0019418,0.0019418,0.0019418,0.00097064,0.00097064,-0.0071958,0.0027942,0.0072217,-0.0023553,-0.0023553,-0.0023553,-0.0025669,-0.0025669,-0.0034627,0,0,0,-0.98646,-0.98646,-0.9873,-0.9873,-0.00027724,-0.00027724,-0.00027724,-0.018986,-0.018986,-0.027398,-0.027398,-0.027398,-0.00069303,-0.058058,-0.058058,0.088548,0.088548,0.088548,-0.013127,-0.022881,-0.022881,0.0066476,-0.98076,-0.98076,0.0033523,0.0063871,0.0063871,0.0020805,-1.0059,0,0.0024969,0.0019418,0.00097064,0.0027942,0.0072217,0.0075,-0.0023553,-0.0034627,0,-0.98646,-0.98646,-0.98646,-0.9868,-0.98442,-0.9873,-0.018986,-0.018986,-0.018986,-0.43615,-0.027398,-0.027398,-0.056403,-0.00069303,0.088548,-0.022881
"MMRF_2126",-0.021407,-0.012162,-0.012162,-0.012162,0.0029133,0.98378,0.97472,0.00013863,0.93549,0.93549,0.93549,0.93021,-0.0081624,-0.0081624,0.94139,0.96391,0.95509,0.95509,0.95509,0.00095829,-0.033269,-0.033269,-0.033269,-0.0055375,-0.0055375,-0.049019,0.0022193,0.0022193,0.95365,0.95365,0.95365,-0.011198,0.053948,0.053948,1.0034,1.0034,1.0034,-0.024251,-0.040664,0,0,1.902,1.902,1.902,-0.031681,-0.014366,-0.04048,-0.04048,-0.020138,-0.019589,0.87647,0.87647,-0.027398,-0.78791,-0.03681,1.0949,-0.46674,-0.028081,-0.021407,-0.49642,-0.012162,-0.95544,0.00013863,0.00013863,0.93021,-0.0081624,-0.0081624,0.96391,-0.033269,-0.0055375,-0.96416,0.0022193,0.0022193,0.95365,0.053948,1.0034,-0.024251,-0.040664,-0.040664,-0.0971,-0.0971,0,-0.031681,-0.014366,-0.014366,-0.014366,-0.04048,-0.020138,-0.97708,-0.019589,-0.027398,-0.028081
"MMRF_2150",-0.18215,1.5859,0.83733,0.83733,0.83575,0.021509,0.021509,0.031341,-0.093624,0.5905,0.85034,0.8531,-0.1039,-0.1039,0.69098,0.68316,0.49287,0.49222,0.45962,-0.1014,3.5745,0.80954,-0.10311,1.862,0.84876,0.82928,-0.098639,1.3534,0.83261,0.83261,0.83261,0.78886,0.77509,1.7286,0.83359,0.83359,0.83359,-0.1043,-0.11692,-0.10482,1.5197,2.5844,1.7333,1.7333,-0.13712,-0.13712,-0.14961,-0.14961,-0.14961,0.84048,0.80273,0.80273,-0.11583,-0.11583,-0.11583,-0.11256,-0.14151,-0.14151,-0.12489,-0.098256,-0.098256,0.021509,0.031341,-0.0038325,0.8531,-0.11648,-1.0525,0.68316,-0.10311,0.7481,-0.11791,-0.098639,-0.12273,0.83261,0.77509,0.83359,-0.1043,-0.11692,-0.11692,-0.20656,-0.20656,-0.060435,-0.13712,-0.13712,-0.13712,-0.13712,-0.14961,-0.14961,-0.14961,0.84048,-1.064,-0.17027
"MMRF_2026",-0.024582,-0.024582,-0.024582,-0.024582,-0.024582,-0.014148,-0.014148,0.0084156,0.98713,0.98713,0.98713,0.98713,0.035192,0.035192,0.0047994,0.0047994,0.0047994,0.0047994,0.0047994,0,0,0,0,0.83462,1.0039,0.977,-0.0022752,-0.0022752,-0.019784,-0.019784,-0.019784,-0.027729,-0.01346,-0.035642,0.96033,0.96033,0.96033,-0.015799,-0.017301,0.014131,-0.03128,-0.029505,-0.029505,-0.029505,-0.064162,-0.064162,-0.083256,-0.083256,-0.083256,0.0018502,0.80103,0.80103,-0.053938,-0.053938,-0.053938,-0.016349,-1.0473,-0.11344,-0.024582,-0.024582,-0.024582,-0.014148,0.0084156,-0.028194,0.98713,0.00021886,0.043239,0.0047994,0.0093904,0.83462,-0.0022752,-0.0022752,-0.0022752,-0.019784,-1.0353,0.96033,-0.015799,-0.017301,-0.017301,0.013852,0.013852,-0.052723,-1.0414,-0.064162,-1.0383,-1.0383,-0.083256,-0.083256,-0.098396,0.0018502,-0.053938,-0.11344
"MMRF_2055",-1.0192,0.96514,1.0055,1.0055,0.99405,-0.0080244,-0.0080244,0.00013863,0.97812,0.96979,0.98514,0.98514,0,0,1.0759,1.1277,1.1277,1.1277,1.1277,0.024969,0.024969,0.024969,0.024969,0.94832,0.94832,0.97874,0.027706,0.04344,1.1113,1.1113,1.1113,-0.032199,-0.01354,-0.7219,-0.0015272,-0.0015272,0.0080567,-0.013677,-0.013677,-0.0080244,-0.0080244,0.96144,0.96144,0.96144,-0.06786,-0.039801,-0.057116,-0.057116,-0.045228,-0.016144,0.84278,0.84278,-0.023155,-0.045643,-0.045643,-0.016154,-0.063972,-0.063972,-0.98964,-0.98964,-0.97899,-0.0080244,-0.00027724,-0.00027724,0.98514,0,0,1.1277,0.024969,0.94832,-0.029857,0.04344,0.04344,1.1632,-0.015892,-0.0015272,-0.013677,-0.013677,-0.013677,-0.98323,-0.98323,-0.0080244,-0.06786,-0.039801,-0.046808,-0.046808,-0.057116,-0.045228,-0.045228,-0.01106,-0.023155,-0.063972
"MMRF_2059",-0.03885,0.94078,0.98742,0.98742,0.96083,-0.00027724,-0.00027724,0.0095883,0.021183,0.021183,0.021183,0.021183,0.035947,0.035947,0.015308,0.015308,0.015168,0.015168,-0.056106,0.017824,0.017824,0.017824,0.017824,-0.0008316,-0.0008316,-0.0008316,0.012934,0.012934,0.016985,-0.017666,-0.017666,-0.0062286,-0.0062286,-0.0062286,-0.011775,-0.011775,-0.011775,0,-0.0079012,0.026092,-0.067525,-0.0053044,-0.020549,-0.020549,-0.060076,-0.060076,-0.066692,-0.049424,-0.039665,0.0041382,-0.077878,-0.077878,-0.034631,-0.034631,-0.034631,0.027497,-0.066922,-0.066922,-0.03885,0.026253,-0.98506,-0.00027724,0.0095883,0.0095883,0.021183,0.012523,0.035947,0.015168,-0.0019371,-0.0008316,-0.030677,0.012934,0.012934,0.016985,-0.0062286,-0.011775,0,-0.0079012,-0.0079012,-0.050776,-0.050776,-0.012576,-0.060076,-0.99249,-1.0185,-1.0185,-0.066692,-0.049424,-0.039665,0.027357,-0.034631,-0.066922
"MMRF_2080",0.045566,0.05381,0.05381,0.05381,0.055088,-0.013393,-0.013393,-0.017561,0.85621,0.85621,0.83459,0.83459,-0.032872,0.0012481,0.83805,0.83805,0.83805,0.83805,0.83805,-0.0081624,-0.0081624,-0.0081624,-0.0081624,0.84573,0.84573,0.84238,-0.013264,-0.013264,0.97564,0.97564,0.97564,0,0,0,0.85799,0.85799,0.85799,-0.0070576,-0.0070576,-0.021921,0.0037465,0.85529,0.86692,0.86692,0.016286,-0.036626,0.88006,0.88006,0.88506,-0.012989,1.6391,1.6391,0.014749,0.014749,0.014749,-0.025231,0.033408,0.033408,-0.0069862,0.05381,0.05381,-0.0011087,-0.017561,-0.017561,0.83459,-0.025346,-0.025346,0.83805,-0.0081624,0.84573,-0.013264,-0.013264,0.017544,0.97564,0,0.85799,-0.0070576,-0.0070576,-0.0070576,-0.025209,-0.025209,-0.011212,0.016286,-0.036626,-0.033677,-0.033677,0.88006,0.88506,0.88506,-0.012989,0.014749,0.033408
"MMRF_2079",-0.13846,-0.021921,-0.021921,-0.021921,-0.057116,-0.029038,-0.029038,-0.011198,0.94874,0.94874,0.95758,0.95758,0.022725,0.022725,0.95591,0.95591,0.95591,0.95591,0.95591,-0.060377,-0.060377,-0.060377,0.0099925,0.84041,0.84041,0.88488,-0.013953,-0.013953,1.8632,1.8632,1.8632,-0.037762,-0.046724,-0.046724,0.92858,0.92858,0.92858,-0.096968,-0.025483,-0.01317,-0.055903,1.8395,1.8395,1.8395,-0.060614,-0.060614,0.80053,0.82588,0.82588,-0.016567,0.7448,0.7448,-0.073877,-0.073877,-0.073877,0.91198,-0.12298,-0.13018,-0.021921,-0.021921,-0.021921,-0.029038,-0.011198,-0.011198,0.95758,0.0012651,0.022725,0.95591,0.0099925,0.84041,-0.013953,-0.013953,-0.013953,1.8632,-0.046724,0.92858,-0.025483,-0.025483,-0.025483,0,0,-0.01317,-0.060614,-0.060614,-0.060614,-0.060614,0.80053,0.82588,0.82588,-0.011881,-0.073877,-0.13018
"MMRF_2076",-0.089037,-0.037358,-0.037358,-0.031768,-0.031768,-0.033132,-0.033132,-0.025209,0.95386,0.95386,0.95386,0.95386,0.96637,0.96637,0.9013,0.95201,0.9352,0.9352,0.9352,-0.038578,-0.038578,-0.038578,-0.02151,0.94527,0.94527,0.93915,-0.036102,-0.019469,0.92472,0.92472,0.92472,0.9304,0.9304,0.92675,0.93691,0.93691,0.93691,-0.034768,-0.034768,-0.033677,-0.16072,0.93712,0.93712,0.90747,-0.084207,-0.063569,-0.10092,-0.083864,0.93447,0.95386,0.84475,0.84475,-0.056577,-0.056577,-0.056577,0.93467,-0.077893,-0.077893,-0.046721,-1.0073,-0.037358,-0.033132,-0.025209,-0.044608,0.95386,0,0.96637,0.97626,-0.02151,0.94527,-0.036102,-0.019469,-0.045538,0.92472,0.92675,0.93691,-0.034768,-0.034768,-0.082402,-1.009,-0.99792,-0.033677,-0.084207,-0.063569,-0.063569,-0.063569,-1.0572,-1.0314,-0.10579,0.95386,-0.056577,-0.084926
"MMRF_2082",-0.062244,-0.017272,-0.017272,-0.017272,-0.017272,-0.015475,-0.015475,0.0051174,0.9634,0.9634,1.0032,0.99841,0.019743,0.019743,1.9831,1.9831,1.9035,1.9035,1.9035,0.93261,0.93261,0.9821,0.98905,0.96717,0.96717,0.96923,-0.0047262,-0.0047262,0.96532,0.96532,0.96532,-0.029329,-0.029329,-0.029329,-0.015347,-0.015347,-0.015347,-0.011831,-0.011831,-0.014246,-0.014246,1.9098,1.9098,1.9098,-0.08428,-0.99987,-0.072158,-0.072158,-0.072158,0,0.83527,0.83527,-0.04809,-0.04809,-0.089403,-0.0081808,-0.094345,-0.094345,-0.062244,0.017945,0.017945,-0.015475,-0.0012657,-0.0012657,0.99841,-0.029613,0.034095,2.0261,0.98905,0.96717,-0.0047262,-0.0047262,-0.0047262,0.96532,-0.029329,-0.015347,-0.011831,-0.011831,-0.011831,0.00067484,0.00067484,-0.014246,-0.08428,-1.0028,-1.0157,-1.0459,-0.072158,-0.072158,-0.072158,0,-0.04809,-0.094345
"MMRF_2087",0.11932,-0.041548,-0.041548,-0.041548,-0.029311,-0.02384,-0.02384,-0.093836,0.89998,0.89998,0.90392,0.86488,-0.16148,-0.16148,1.012,0.81076,0.97585,0.97585,0.97585,-0.067353,-0.067353,-0.067353,-0.067353,0.86906,0.9003,0.014888,-0.061667,-0.01904,1.7782,1.7782,2.0334,0,0,0,0.96596,0.99198,0.99198,0.03369,-0.01409,-0.062423,0.081177,1.974,1.974,1.974,0.057368,0.057368,0.064225,0.064225,0.045555,0.88166,1.0956,1.0956,0.12108,0.12108,0.12108,-0.055634,0.11889,0.14236,-1.0046,-1.0214,-1.0161,-0.02384,-0.077212,-0.077212,0.86488,-0.094064,-0.094064,0.81076,-0.063032,0.86906,-0.020675,-0.01904,-0.01904,1.7782,0,0.99198,-0.98174,-0.01409,-0.01409,-0.099868,-0.099868,-0.062423,0.057368,0.057368,0.053245,0.053245,0.064225,0.045555,0.045555,0.88166,0.012237,0.14236
"MMRF_2106",0.054381,1.4574,1.4574,1.4574,1.4574,-0.023141,-0.023141,-0.022053,0.013218,0.043729,-0.021916,-0.021916,-0.072798,-0.072798,0.72131,0.72131,0.74385,0.74385,0.74385,-0.023424,-0.023424,-0.023424,-0.023424,-0.019721,-0.019721,-0.017113,-0.024306,-0.034626,0.15308,0.15308,0.15308,-0.010779,0.0010212,0.0010212,0.014671,0.014671,0.014671,0.73834,0.7539,0,0,0.017318,0.017318,0.017318,0.080894,0.046699,0.045713,0.057088,-0.00054932,-0.024245,0.70477,0.049687,0.04118,0.04118,0.079885,-0.018897,0.1006,0.1006,0.054381,-0.31026,-0.31026,0.03567,-0.022053,-0.022053,-0.021916,-0.052527,-0.052527,0.74385,-0.28445,-0.019721,-0.024306,-0.034626,0.07758,0.15308,0.0010212,0.014671,0.73834,0.7539,0.7539,-0.94342,-0.94342,0,0.080894,0.046699,0.046699,0.046699,0.045713,0.057088,0.14192,-0.024245,0.04118,0.1006
"MMRF_2107",-0.62579,-0.61411,-0.61411,-0.61411,-0.62732,0.061508,0.061508,0.073258,0.072253,0.072253,0.072253,0.072253,-0.59954,-0.59954,0.74727,0.75185,0.75185,0.75185,0.75185,0.050819,0.050819,0.050819,0.050819,0.6997,0.6997,0.70495,-0.60632,-0.60632,0.64799,0.64799,0.64799,-0.62179,-0.62179,-0.62179,0.054376,0.054376,0.054376,-0.60912,-0.65588,-0.60187,-0.62159,1.4805,1.4805,1.4805,-0.6464,-0.6464,-0.088242,-0.088242,-0.075792,-1.2872,0.6007,0.6007,-0.63897,-0.63897,-0.63897,0.13669,-0.66142,-0.66142,-0.62579,-0.62579,-0.62579,0.061508,0.073258,0.073258,0.072253,-0.60142,-0.60142,0.75185,0.050819,0.6997,-1.2929,-0.60632,-0.60632,0.64799,-0.62179,0.054376,-0.60912,-0.60912,-0.65588,-0.60854,-0.60854,-0.62159,-0.6464,-0.6464,-0.6464,-0.6464,-0.088242,-0.11809,-0.075792,-1.2872,-0.64738,-0.66142
"MMRF_2111",-0.061286,-0.018628,-0.018628,-0.018628,-0.03245,-0.011473,-0.011473,-0.0083005,0,0,0,0,0.0052749,0.0052749,0.97749,0.97749,0.97749,0.98457,0.91703,0.92843,0.92843,0.92843,0.30143,0.93508,0.93508,0.94997,0.0048579,0.012934,0.93874,0.93874,0.93874,-0.022058,-0.025494,-0.025494,0.027741,0.027741,0.027741,-0.0083193,-0.047666,-0.0042929,-0.022356,1.9135,1.8782,1.8782,-0.072671,-0.068395,-0.079282,-0.079282,-0.079282,-0.0099565,0.72376,0.72376,-0.06652,-0.06652,-0.06652,0.95535,-0.099209,-0.099209,-0.061286,-0.92443,0.0030522,-0.011473,-0.0083005,-0.0083005,0,-0.12126,0.0052749,0.97749,0.14355,0.93508,-0.92465,0.012934,-0.14695,0.93874,-0.025494,0.027741,-0.0083193,-0.047666,-0.047666,-0.068529,-0.068529,-0.022356,-0.14155,-0.068395,-0.1222,-0.1222,-0.079282,-0.079282,-0.079282,-0.0099565,-0.06652,-0.099209
"MMRF_2122",-0.018404,-0.018404,-0.018404,-0.018404,0.0027745,0,0,-0.0077979,0.014051,0.014051,0.014051,0.014051,0.031577,0.030174,0.016425,0.029577,0.029577,-0.014228,-0.014228,-0.0061301,-0.0061301,0.019083,0.019083,0.0022193,0.0022193,-0.0008316,0.0056919,0.016006,0.012376,0.012376,-0.049019,-0.011887,-0.011887,-0.011887,-0.0051149,-0.011198,-0.011198,0.010006,-0.0042929,0.0033299,0.0033299,-0.010232,-0.010232,-0.026714,-0.045906,-0.045906,-0.065447,-0.065447,-0.034387,0.010285,-0.12174,0.73132,-0.082801,-0.058462,-0.058462,-0.00041585,-1.0003,-0.12551,-0.018404,-0.018404,-0.018404,0,0.021884,0.021884,0.014051,0.031577,0.031577,0.029577,0.019083,0.0022193,0.0056919,0.016006,0.016006,0.012376,-0.011887,-0.011198,0.010006,-0.0042929,-0.0042929,-0.98569,-0.98569,0.0033299,-0.045906,-0.045906,-0.045906,-1.0176,-0.065447,-0.065447,-0.10815,0.010285,-0.012162,-1.0086
"MMRF_2119",-0.082423,0.91925,0.95283,0.95283,0.90976,-0.005814,-0.005814,0.026654,0.066945,0.066945,0.091464,0.091464,0.015447,0.015447,0.97482,0.97482,0.97482,0.97482,0.97482,0.00083195,0.00083195,0.00083195,0.00083195,0.96206,0.96206,0.9868,-0.0053992,-0.0053992,1.7995,1.7995,1.7995,-0.017391,-0.014503,-0.014573,-0.03286,-0.03286,-0.03286,-0.04577,-0.014687,-0.0022158,-0.042652,0.98721,0.98721,0.98721,-0.068797,-0.058193,-0.068663,-0.068663,-0.047936,-0.0053992,0.82451,0.82451,-0.065045,-0.065045,-0.065045,-0.028245,-0.10276,-0.080071,0,0,0,-0.014916,-0.00050242,-0.00050242,-0.0026322,0.0040243,0.0040243,0.97482,0.00083195,0.96206,-0.0053992,-0.0053992,-0.0053992,1.7995,-0.014573,-0.03286,0.011539,-0.014687,-0.014687,-0.98393,-1.2929,-0.0022158,-0.068797,-0.058193,-0.094856,-0.094856,-0.068663,-0.068663,-0.047936,-0.0053992,-0.065045,-0.080071
"MMRF_2125",0.028646,1.0266,0.98249,0.98249,0.98891,-0.0065624,-0.0065624,-0.023542,-0.0060666,-0.0060666,-0.0060666,-0.0060666,-0.042222,-0.052373,-0.028195,-0.028195,1.0892,0.033151,1.0422,0.039078,0.039078,0.039078,-0.049999,-0.0045457,-0.0045457,-0.012001,-0.022857,-0.022857,1.2844,0.085824,0.085824,0.0070832,-0.063373,0.028903,1.2041,0.022889,0.022889,0.059819,0,0.0065502,1.3272,0.028224,0.093791,0.062983,0.052692,0.052692,0.048002,0.048002,0.049848,-0.0052371,0.075009,0.075009,0.10106,0.10106,0.10106,-0.033927,0.091049,0.10748,0.028646,0.028646,0.00043985,0.0092574,-0.023542,-0.023542,-0.0060666,-0.042222,-0.042222,-0.028195,-0.983,-0.0045457,-0.075188,-0.022857,-0.022857,0.014479,0.028903,0.022889,0,0,0,-0.0033005,0.75188,0.0065502,0.052692,0.052692,0.052692,0.052692,0.048002,0.049848,0.049848,-0.0052371,0.031601,0.10748
"MMRF_2141",-0.12095,-0.013342,-0.0019399,-0.0019399,-0.008479,-0.0034627,-0.0034627,0.0094491,0.0016642,0.0016642,0.031718,0.031718,0.037885,0.037885,0.72301,0.72301,0.72301,0.72301,0.72301,-0.018353,-0.018353,-0.018353,-0.027808,0.04741,0.0070878,-0.0076101,0,-0.031359,0.69129,0.70232,0.60287,-0.020824,-0.017803,-0.017803,0.68437,0.68437,0.68437,-0.25013,-0.045906,-0.0051289,-0.0051289,0.12623,0.12623,0.12623,-0.084661,-0.056173,-0.10355,-0.10355,-0.070001,0.010006,0.63737,0.63737,-0.034631,-0.051411,-0.051411,0.53731,-0.1173,-0.1173,-0.48879,-0.44145,-0.49371,-0.0034627,0.032979,-0.60448,0.031718,0.006109,0.037885,0.72301,-0.35909,-0.16419,0,-0.031359,-0.031359,0.69129,-0.017803,0.68437,-0.045906,-0.045906,-0.045906,0.013632,0.013632,-0.0051289,-0.084661,-0.056173,-0.056173,-0.056173,-0.10355,-0.10355,-0.070001,0.010006,-0.034631,-0.1173
"MMRF_2151",-9.6476e-06,-0.020078,0.0051359,0.0051359,0.004719,0.0090399,0.0090399,0.00027728,0.93732,0.93732,0.92348,0.91117,-0.0076101,-0.0076101,0.062365,0.062365,0.07671,0.07671,0.07671,1.475,1.475,1.475,-1.0024,0.0043021,0.0043021,0,0.47306,-0.67426,0.91541,0.91481,0.91481,-0.0018014,-0.0018014,-0.0018014,0.9514,0.9514,0.9514,-0.0015243,-0.0015243,-0.92473,0.45956,1.0661,1.0661,1.0661,-0.024661,-0.0078863,-0.034787,-0.014366,-0.014366,0.0029133,-0.042517,-0.042517,0.00013863,0.00013863,0.00013863,-0.0076101,-0.020275,-0.020275,-9.6476e-06,-9.6476e-06,0.0084743,0.0090399,0.00027728,0.00027728,0.91117,-0.0076101,-0.0076101,0.070197,-0.99561,-0.054825,-0.47332,-0.67426,-0.92592,0.91541,-0.0018014,0.9514,-0.0015243,-0.0015243,-0.0015243,-0.99986,-0.99986,-0.92473,-0.024661,-0.0078863,-0.0078863,-0.0078863,-0.018353,-0.014366,-0.014366,0.0029133,-0.012631,-0.020275
"MMRF_2153",0,0,0,0,0,-0.00055444,-0.00055444,0.0063871,0.0063871,0.0063871,0.0063871,0.0063871,0.017824,0.017824,0.0069435,0.0069435,0.0069435,0.0069435,0.0069435,-0.00029504,-0.00029504,-0.00029504,0.0084743,-0.0024938,-0.0024938,0.00027728,0.0037465,0.0037465,-0.0089906,-0.0089906,-0.0089906,-0.0033438,-0.0019399,-0.0019399,-0.00097017,-0.00097017,-0.00097017,-0.00097017,-0.00097017,-0.0031859,-0.0031859,-0.0027707,-0.0027707,-0.0027707,-0.022469,-0.022469,-0.027808,-0.027808,-0.027808,0.0066653,-0.091155,-0.049166,-0.13536,-0.13536,-0.13536,-0.0059522,-0.034495,-0.034495,0,0,0,-0.00055444,0.0063871,0.0063871,0.0063871,0.015866,0.015866,0.0069435,0.0084743,-0.0024938,0.0037465,0.0037465,0.0037465,-0.0089906,-0.0019399,-0.00097017,-0.00097017,-0.00097017,-0.00097017,-0.097363,-0.097363,-0.0031859,-0.022469,-0.022469,-0.022469,-0.022469,-0.027808,-0.027808,-0.027808,0.0066653,-0.13536,-0.034495
"MMRF_1073",-0.044439,-0.0024938,-0.0024938,-0.0024938,-0.0024938,0,0.51577,0.00041593,0.9931,0.9931,0.9931,0.9931,0.31654,0.31654,0.99364,0.99364,0.99364,0.99364,0.99364,-0.0067813,-0.0067813,-0.0067813,-0.0067813,0.98307,0.98307,0.97667,0.00013863,0.00013863,1.8844,1.8844,1.8547,-0.01904,-0.0051227,-0.014521,0.98473,0.98473,0.98473,-0.022469,-0.0098185,-0.0087146,-0.0087146,2.9599,2.9599,2.9599,-0.040064,-0.022058,-0.045093,-0.045093,-0.045093,-1.0131,0.89639,0.89639,-0.012851,-0.012851,-0.039635,1.2537,-0.036538,-0.036538,-0.0070576,-0.0070576,-0.0070576,0,0.00041593,-0.0022101,0.9931,-0.0065774,0.010982,0.99364,-0.0067813,0.98307,-0.028901,0.00013863,0.0084743,1.8844,-0.0051227,0.98473,-0.0098185,-0.0098185,-0.0098185,-0.0076101,-0.0076101,-0.0087146,-0.040064,-0.022058,-0.022058,-0.022058,-0.045093,-0.045093,-0.045093,-0.99894,-0.012851,-0.036538
